product_id,title,source,platform,original_url,final_url,http_code,issue_type,is_active,notes
shopee-feed-12404764-26526049221,ใหม่! BabyLove Toy Pants กางเกงผ้าอ้อมเด็กเบบี้เลิฟ ทอยส์แพ้นท์ ซื้อ 1 แพ็ค แถม 1 แพ็ค ไซส์ M/L/XL/XXL (2แพ็ค),shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F12404764%2F26526049221,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F12404764%2F26526049221,200,Valid Link,True,Verified authentic product link
shopee-feed-45222406-54104282573,ไฮยีน เอ็กซ์เพิร์ท แคร์ น้ำยาปรับผ้านุ่มสูตรเข้มข้นพิเศษ 1000 มล.,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F45222406%2F54104282573,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F45222406%2F54104282573,200,Valid Link,True,Verified authentic product link
shopee-feed-1265018458-41169412108,มาสคาร่าปัดขนคิ้ว มาสคาร่า ล็อคคิ้วแน่น เคลือบขนคิ้วให้เรียงตัวและจัดทรงได้ง่ายขึ้น mascara กันน้ำ มาสคาร่าคิ้ว B161,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1265018458%2F41169412108,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1265018458%2F41169412108,200,Valid Link,True,Verified authentic product link
shopee-feed-58418206-42601768145,"คอตตอนแคนดี้ บรีส น้ำยาซักผ้า 1,100-1,200 มล. และ คอมฟอร์ท บิวตี้เพอร์ฟูม น้ำยาปรับผ้านุ่ม 1,050 มล.",shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F58418206%2F42601768145,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F58418206%2F42601768145,200,Valid Link,True,Verified authentic product link
shopee-feed-1469616290-42671600648,COLORKEY PINK MATTE CUSHION LONG LASTING FLAWLESS BRIGHTENING SPF50+PA++++ คุชชั่น เนือแมตต์ กันน้ำกันเหงื่อ กันแดด,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1469616290%2F42671600648,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1469616290%2F42671600648,200,Valid Link,True,Verified authentic product link
shopee-feed-986280014-49214370612,LOVE POTION MAGIC CHARM GLASSY LIP เลิฟ โพชั่น เมจิก ชาร์ม กลาสซี่ลิป,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F986280014%2F49214370612,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F986280014%2F49214370612,200,Valid Link,True,Verified authentic product link
shopee-feed-973865329-26916753150,Terry Watery Bomb กันแดดหน้าสำหรับคนเป็นสิว เนื้อฟลูอิด Hybrid‑Fluid SPF50+ PA++++ 20ml กันแดดหนมปัง,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F973865329%2F26916753150,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F973865329%2F26916753150,200,Valid Link,True,Verified authentic product link
shopee-feed-6583190-20753476086,Dr.PONG ZERO PORE Blurring K Powder แป้งพัฟเบลอรูขุมขน ปกปิด คุมมัน MADE IN KOREA จากเกาหลี,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F6583190%2F20753476086,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F6583190%2F20753476086,200,Valid Link,True,Verified authentic product link
shopee-feed-422755086-23779550145,SUPERMOM l Marshmallow Puff (พัฟมาชเมลโล่),shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F422755086%2F23779550145,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F422755086%2F23779550145,200,Valid Link,True,Verified authentic product link
shopee-feed-762689085-20173248802,DAZZLE ME Fruit Justice Lip Balm ลิปบาล์ม บํารุงริมฝีปากให้ชุ่มชื้น ลดความหมองคล้ำ เปลี่ยนสีตามค่าPH,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F762689085%2F20173248802,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F762689085%2F20173248802,200,Valid Link,True,Verified authentic product link
shopee-feed-70802054-6025315504,MizuMi Extra Mild Facial Cleanser 500ml เจลล้างหน้า สูตรอ่อนโยนพิเศษ (หัวปั้ม) ผิวแพ้ง่าย ผิวเป็นสิว ผิวแห้ง,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F70802054%2F6025315504,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F70802054%2F6025315504,200,Valid Link,True,Verified authentic product link
shopee-feed-73931604-26238547704,กางเกงทำงานทรงขากระบอกกลาง มีหูใส่เข็มขัด ตะขอหน้า เอวสูง ผ้าไอด้า เกรด Premium [B9],shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F73931604%2F26238547704,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F73931604%2F26238547704,200,Valid Link,True,Verified authentic product link
shopee-feed-56542501-19393499774,ลา โรช-โพเซย์ La Roche-Posay Effaclar DUO+M ครีมบำรุงหน้ามอยซ์เจอไรเซอร์บำรุงผิวเป็นสิว 40ml,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F56542501%2F19393499774,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F56542501%2F19393499774,200,Valid Link,True,Verified authentic product link
shopee-feed-294976233-8158815497,Diamond Grains กราโนล่า พรีกซ์ครันชี่ มีหลายรสชาติให้เลือก ขนาด 400 กรัม ไดมอนด์เกรนส์,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F294976233%2F8158815497,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F294976233%2F8158815497,200,Valid Link,True,Verified authentic product link
shopee-feed-88650802-7217791570,Tawan ตะวัน ขนาด 5 บาท (เลือกรสได้),shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F88650802%2F7217791570,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F88650802%2F7217791570,200,Valid Link,True,Verified authentic product link
shopee-feed-72690591-25963301698,PinPinไซรัปหญ้าหวาน 29 รสชาติ ไซรัปคีโต 0 kcal ไม่มีน้ำตาล,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F72690591%2F25963301698,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F72690591%2F25963301698,200,Valid Link,True,Verified authentic product link
shopee-feed-426143063-18681531157,Xiaomi Mi Smart Camera C201/C302/C301/C400/C500/C701 Home Security Camera กล้องวงจรปิดไร้สาย2K กล้องวงจรปิด พาโนรามา360°,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F426143063%2F18681531157,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F426143063%2F18681531157,200,Valid Link,True,Verified authentic product link
shopee-feed-108157692-2272862001,อาท สเปรย์ไล่หนู 300 มล. สูตรใหม่,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F108157692%2F2272862001,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F108157692%2F2272862001,200,Valid Link,True,Verified authentic product link
shopee-feed-378293230-19132103315,Eucerin OMEGA ATO-CALMING FACE CREAM 50 ML ยูเซอริน ครีมบำรุงผิวสำหรับผิวแพ้ง่าย ลดผิวแห้ง ผิวอักเสบ แดง ระคาย,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F378293230%2F19132103315,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F378293230%2F19132103315,200,Valid Link,True,Verified authentic product link
shopee-feed-1213423807-28550755977,iQIYI STANDARD VIP มาตรฐาน 1 เดือน แอปดูหนัง/ซีรีส์ แบบซับไทยและพากย์ไทย,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1213423807%2F28550755977,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1213423807%2F28550755977,200,Valid Link,True,Verified authentic product link
shopee-feed-1745201752-48609685673,MILAIขนตาปลอมกาวในตัว เรียงเส้น ติดง่าย ไม่ง้อกาว ธรรมชาติ มีครบทุกสไตล์,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1745201752%2F48609685673,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1745201752%2F48609685673,200,Valid Link,True,Verified authentic product link
shopee-feed-970093388-20077039517,อกไก่เต๋า ขนมฟรีซดราย อกไก่ฟรีซดราย ขนมแมว ฟรีซดรายแมว ไก่ฟรีซดราย ขนมฟรีซดรายแมว ไก่ฟรีซดรายแมว 100%ฟู้ดเกรด,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F970093388%2F20077039517,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F970093388%2F20077039517,200,Valid Link,True,Verified authentic product link
shopee-feed-6617518-24763597402,Odbo Eye Blush Crush Palette โอดีบีโอ อายบลัช ครัช พาเลท ODS04 ขนาด 6 กรัม,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F6617518%2F24763597402,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F6617518%2F24763597402,200,Valid Link,True,Verified authentic product link
shopee-feed-711553165-17724141317,YJM แผ่นกันลื่น 60-90x120cm หนา6mm แผ่นยางกันลื่น ในห้องน้ํา ห้องครัว พื้นกระเบื้อง PVC Mat,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F711553165%2F17724141317,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F711553165%2F17724141317,200,Valid Link,True,Verified authentic product link
shopee-feed-53866678-888934079,เซตาฟิล Cetaphil Gentle Skin Cleanser คลีนเซอร์ เจลทำความสะอาดผิวหน้าและผิวกาย สำหรับผิวแห้ง ผิวบอบบางแพ้ง่าย 118ml,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F53866678%2F888934079,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F53866678%2F888934079,200,Valid Link,True,Verified authentic product link
shopee-feed-50823336-29484747340,ทิชชู่เปียก Welcare Mini Hygienic Wet Wipes 8 ห่อ/แพ็ก ทำความสะอาดผิว สูตรไฮจีนิคไวพส์,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F50823336%2F29484747340,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F50823336%2F29484747340,200,Valid Link,True,Verified authentic product link
shopee-feed-224882570-29244796662,โทนเนอร์แพดดำ ผิวเนียน กระชับ รูขุมขน HER HYNESS INSTANT PORE REFINE TONER PAD 80 PADS,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F224882570%2F29244796662,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F224882570%2F29244796662,200,Valid Link,True,Verified authentic product link
shopee-feed-116327475-44218313547,Apple iPhone 17 Pro Max | iStudio by copperwired,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F116327475%2F44218313547,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F116327475%2F44218313547,200,Valid Link,True,Verified authentic product link
shopee-feed-1295360166-26521617547,ผ้าปูที่นอน 6ฟุต/5ฟุต/3.5ฟุต/3ฟุต ผ้าปูเสริมใยขนาด ผ้าปูที่นอนกันไรฝุ่น ดมุม 360° องศา หนาลายการ์ตูนน่ารั,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1295360166%2F26521617547,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1295360166%2F26521617547,200,Valid Link,True,Verified authentic product link
shopee-feed-501584281-42157880868,KONG⚡️ติดง่าย⚡️PVT ฟิล์มกระจกเต็มจอ 🔥 กันมองกันเสือกใส 🔥 for iPhone 17 Pro Max/Air/16E 15 14 13 11 12/8/7 Plus/XR/XS Max,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F501584281%2F42157880868,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F501584281%2F42157880868,200,Valid Link,True,Verified authentic product link
shopee-feed-1547136150-41027741727,คีมปอกสายไฟมัลติฟังก์ชั่น คีมเอนกประสงค์วัสดุเหล็กโลหะ คีมปอกสายไฟ 12in 1 แบบพับได้ ช่างไฟฟ้า คีมช่าง คีมอเนกประสงค์ COD,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1547136150%2F41027741727,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1547136150%2F41027741727,200,Valid Link,True,Verified authentic product link
shopee-feed-80699995-24735956162,SRICHAND ไรซ์ แอนด์ ไชน์ พลัมปิ้ง ลิปสติก Rise & Shine Plumping Lipstick 3g,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F80699995%2F24735956162,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F80699995%2F24735956162,200,Valid Link,True,Verified authentic product link
shopee-feed-401778392-24984524142,กระเป๋าใส่ทะเบียนรถ ทะเบียนบ้าน ทะเบียนรถ ทะเบียนบ้าน สมุดเก็บเงิน,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F401778392%2F24984524142,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F401778392%2F24984524142,200,Valid Link,True,Verified authentic product link
shopee-feed-6583190-3790183455,สบู่ลดสิวสูตรอ่อนโยน Dr.PONG Natural Volcanic Sulphur 3% Soap with BHA 2% ดอกเตอร์พงศ์ สำหรับคนเป็นสิว,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F6583190%2F3790183455,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F6583190%2F3790183455,200,Valid Link,True,Verified authentic product link
shopee-feed-1459654235-25643698002,SKINTIFIC 2pcs moisturizer 5เอ็กซ์ เซราไมด์ มอยส์เจอร์ ครีมทาหน้า ไนอาซินาไมด์ โทนอัพ มอยเจอร์ไรเซอร์,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1459654235%2F25643698002,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1459654235%2F25643698002,200,Valid Link,True,Verified authentic product link
shopee-feed-1090969565-25383455917,Tomin™ Vitamin C1000 MG ( 60แคปซูล/60วัน) วิตาซี พลัส วิตามินดี ซิงก์ เสริมภูมิ ป้องกันหวัด ผิวขาวใส,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1090969565%2F25383455917,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F1090969565%2F25383455917,200,Valid Link,True,Verified authentic product link
shopee-feed-29668843-2480891506,MAYBELLINE FIT ME MATTE & PORELESS LIQUID FOUNDATION เมย์เบลลีน รองพื้นคุมมัน ฟิต มี แมท แอนด์ พอร์เลส,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F29668843%2F2480891506,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F29668843%2F2480891506,200,Valid Link,True,Verified authentic product link
shopee-feed-88075264-25491531535,Lola & Co อาหารเปียกแมวรหัส 07 สูตร Complete & Balance ขนาด 80 กรัม,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F88075264%2F25491531535,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F88075264%2F25491531535,200,Valid Link,True,Verified authentic product link
shopee-feed-53478807-29702868180,นมกล่อง เอส 26 ยูเอชที โกลด์โปร สูตร 3 (108 กล่อง) ยกลัง x4 S-26 Gold Pro UHT Formula3 x4 cases,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F53478807%2F29702868180,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F53478807%2F29702868180,200,Valid Link,True,Verified authentic product link
shopee-feed-943456793-29405064922,Hello Polo รองเท้าแฟชั่นผู้หญิง รองเท้าแตะลําลอง แบบหนีบ ทนต่อการสึกหรอ กันลื่น แฟชั่น ทนต่อการสึกหรอ เบาสบาย HP8038,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F943456793%2F29405064922,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F943456793%2F29405064922,200,Valid Link,True,Verified authentic product link
shopee-feed-23325172-1182523765,นมกล่อง เอนฟาโกร ยูเอชที ซุพีเรียร์ สูตร3 (24 กล่อง) Enfagrow UHT Superior Stage3 (24 boxes),shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F23325172%2F1182523765,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F23325172%2F1182523765,200,Valid Link,True,Verified authentic product link
shopee-feed-527892985-11355481227,"Dreamy Milky Cream ครีมเทียมกลิ่นนม ขนาด 1,000 กรัม (แพ็ก 12 ยกลัง)",shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F527892985%2F11355481227,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F527892985%2F11355481227,200,Valid Link,True,Verified authentic product link
shopee-feed-175143402-24332402022,VENITA ครีมกันแดดเวนิต้า Venita Anti-Acne Care Sunscreen SPF50/PA+++ plus 30gเนื้อครีมเจลซึมเร็ว,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F175143402%2F24332402022,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F175143402%2F24332402022,200,Valid Link,True,Verified authentic product link
shopee-feed-70802054-53557097963,MizuMi UV Sport Body Serum 100g กันแดดตัวสูตรกันน้ำ กันเหงื่อ เขย่าก่อนใช้ ยิ่งโดนน้ำ ยิ่งปกป้อง เนื้อบางเบา สบายผิว,shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F70802054%2F53557097963,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F70802054%2F53557097963,200,Valid Link,True,Verified authentic product link
shopee-feed-609885819-28374372599,ครีมกำจัดขน COSMIC คอสมิค ครีมกำจัดขน 5นาทีขนหาย ผิวเนียน ไร้ขน ไม่เป็นตอ ไม่แสบไม่คัน (ของแท้เจ้าของแบรนด์),shopee-feed-catalog,shopee,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F609885819%2F28374372599,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.co.th%2Fproduct%2F609885819%2F28374372599,200,Valid Link,True,Verified authentic product link
